11833,10034,"Yes, this would be a simple solution if the problem was equally simple. I need to be able to map directly to an existing XML schema. These schemas can be quite complicated, and require deep nesting in some cases. XSLT will work as an intermediate step, but I'd rather avoid that if I could."
12343,10890,Thanks superwren - this looks like it might do the trick.
18643,11231,"Nice!  I think @performed_render does work... my bad! I didn't think of my thumbnail action sending an image via send_file, not redirect, thus counting as render, though not being a rendered page. It is only invoked by an image_tag."
18383,11231,"I mean rendering a page, as opposed to a redirect to another action."
18388,11231,"I tried your advice without succes, though I think it is the right direction"
17362,12371,"There are firefox extensions that do this, like password composer"
20912,12513,Thank you so much for your help! That works perfectly.
13905,12658,Thanks for the links to the RFC.
20769,13035,That was pretty much exactly what I was looking for. Thanks!
13984,13138,"I worked with a release process that required a long stress test of a high-reliability product. The stress tests included very large volumes of data and multiple overlapping error conditions.  The stress test would run for several days. That was the sort of ""further testing""  I was thinking of."
12113,13597,"You indeed are correct, and I wish I had the time to do that-- Next time I'll definitely be more intelligent about this and correctly work out the time to think about this assignment"
12140,13597,"I think this explanation will do nicely.  Thank you very much, I will definitely look over this very carefully"
12078,13597,"That's cheating, can't do it that way [else of course I would...]  But thank you, as under normal circumstances that would work out"
12066,13597,"Wait, you've confused me-- You've said to go ahead and get rid of the upper 64 bits of the result?  Why would that be... well, rational...?"
12072,13597,"Oh, ATT Syntax for the x86? I'm sorry for not adding that info... *Looks for edit button on title*"
24068,13846,"wow, I'm embarassed. I make I typo in the process I was using to test it. Works fine."
11867,14238,"In addition to doing this, I've found that Application.ActiveWindow.View needs to be set to xlNormalView (rather than xlPageBreakPreview)  I still get the same 8002000b error unless I've got the view set to xlNormalView.  Thanks for the help!"
20799,14747,"Sorry I wasn't clear in the example at the top.  If I try your suggestion of path = ""../assets/the_song.mp3"" I receive and error of ""Error #2068: Invalid Sound"".  (I also just tried ""/../assets/the_song.mp3"" which resulted in the same error.)"
22501,14747,"I don't have any compile-time errors either but I get a run-time error (and the sound doesn't play) when I try either of the following: path = ""http://../assets/the_song.mp3"" // ioErrorEvent, Error #2032 Stream Error path = ""../assets/the_song.mp3""        // Error #2068: Invalid Sound"
22761,14747,"Note those are two samples, looks like returns don't get put into comments.  Just want to stress I'm receiving a run-time error, not a compile time error."
12952,15112,"yeah basically i want to split an existing desktop app written in C++ into a client and server, where the client can run on desktop OR browser! thanks!"
20381,15231,I want to detect the timezone of the user that sent the email. Why wouldn't this work?
20347,15231,"Thanks jhawk28. However I can get the Date using the MailDateFormat class. That class also parses the timezone, but there seems to be no easy way to find that TimeZone, except for copying code from  MailDateParser."
11951,16289,"It works out about the same...There are only two multi-value fields (memberOf and proxyAddresses), and so the load seems to spread out better... I suspect if I just retrieved the multi-values, it'd be quicker (I saw recently that array only had perf boost when randomly searching for values)"
12016,16289,Good Point about the count test...
14134,16502,"Thanks, I didn't know there was a book out on this.  Will definitely buy."
12826,17171,"It doesn't matter in this case. Both solutions would mean the original was changed and it would show the change. I would assume returning ""lase Amy"" would be easier since the original string is unbroken and at the start of the second string."
13003,17258,"in my view, as we do many task parallely, same way we need convert those real life solutions(algorithms) to computer lang.  just as OOPs coding did for procedural coding. OOPs is more real life coding style than procedural one.  so i hope for that kind of solutions."
13027,17265,"This seems ideal. I need to test it on some docs, but so far the wvText function seems to do what I need."
13163,17366,"That was my initial thought, and I think your quick answer has confirmed that's the way to go.  Thanks!"
13392,17372,Thanks. This helps...it differs from the JFIF standard
13246,17372,No the JPEG buffer from the camera does not contain the EXIF section
13358,17456,"The objects are java beans, so for all fields there are getters and setters. I don't care about deserialization, I just want to provide a way to help our developers with writing mocking code :)"
15522,17691,"Thanks, but the actual conversion itself is not really the issue.  Guess my question title was not all that clear.  It's the ""incremental"" part of the conversion that relates to merging/deployment of the web project that was really what I was wondering about."
15517,17691,"Thanks.  That's pretty much the approach we've been taking up until now.  But since we do weekly releases to production, I'm not sure the ""wait until they're all done before deploying"" part would work for us too well."
13887,17691,"really?  I see 4 tags on the right that I tagged it with when I created the question...  c#, asp.net, vb.net, conversion"
13863,17691,"Right, we are refactoring and moving code down to presenters, services, etc.  But if you've ever worked in the VS IDE with a large ASP.NET VB.NET project before, you know how much VB.NET kills the IDE.  So we're looking for a short-term solution to get past the VB.NET impediment."
13883,17691,Thanks for the response.  I'ma actually not talking about a rewrite.  I can use SharpDevelop for the actual conversion one page at a time.  I was more wondering about the incremental part as it relates to merging 2 asp.net web projects to be deployed as one.  Thanks!
14562,17861,"You're right that I'm using C++. But let's say I was using Java.. would it still be alright (in terms of OO design) to have GUI ""own"" cManager even though GUI has nothing to do with cManager at all? What about preventing GUI from changing if cManager changes?"
14823,17872,Thanks for the excellent link!
14799,17872,"Thanks for your answer :-) I modified your code a little using this regular expression ""\\[\\]=(\w+)"""
17931,17978,"I am trying to run javascript within a jvm, but the javascript classes I want to use are not standard classes but rather are in this src file."
17924,17978,"No, as far as I know, the ashx file contains the javascript objects that the browser needs to do what it needs to do.  But I want to run this in a jvm and not in my browser.  So the url is not the script but the source of the compiled objects to use in a script."
18208,17987,"Yes , that seems to be the problem.. the loop goes on for more than 50 retries"
14624,17987,"This is an existing BIGTABLE, The Primary key is not an identity field."
15146,17987,It is generated by using the Rnd function and by passing a seed which is also a random number
15511,17987,"thought of storing the holes in another table and use it one by one (holes would be huge chunks), typically in sequence within the chunk.  But if it's sequential, wont the index page be a hotspot when the next row is being inserted and the same index page is being locked"
15502,17987,"No the new Id can be random. - could be sequential also. But if it's sequential, wont the index page be a hotspot when the next row is being inserted and the same index page is being locked?"
15492,17987,It was a Bad idea.. done a very long time back.. stuck with it now.
15489,17987,"yes the logic would need to have the maxID + 1 and then a check o see if that exists already, and if so, then generate another ID, check again.. etc. But is there any logic that gives me a number from the available numbers that are not used so that i dont have to insert.. get the error, try again.."
15479,17987,"The check is what's in place now, but the check loops many times and wastes database time and locks out other transactions waiting on this one to complete.."
15212,17987,"Yes, But if we sequence the Primary key, we need to worry about the Index page being locked when multiple inserts happen to the table."
15204,17987,"Yes, this is the current process, generate an ID and check if it's used. but this check goes on and on when the random numbers are already in the table."
15190,17987,Many thanks for your reply.. Some more details have been added to the question
15192,17987,This is the current approach. But the loop goes on...
15217,17987,Database & Table already exist. we have the seed also a random number.
14758,18010,I am using IIS so this is probably the route I'd want to go. Thanks! I suppose it won't matter that the remote site is on a Linux server...
15374,18116,one reason to look it up at run time is to figure out how many columns it has and what their types are.
15405,18198,will this beat reflection?
15408,18198,can it beat reflection?
15397,18198,"from that link - In the .NET Framework version 2.0 and later, demands for identity permissions are ineffective if the calling assembly has full trust."
15441,18198,"ironically, this same assembly is being loaded on demand using reflection. i guess there is no foolproof way to prevent this."
15422,18198,"i am not sure how that will help me..whether it is a .net assembly or a native assembly, anybody should be able to load it right.."
22813,18198,worth taking a look. thanks.
22814,18198,i check that. this is not an option for me. customers might not have internet connectivity.
22815,18198,i tried searching too. could not find any.
22821,18198,oops it is good but expensive solution for me :(
17240,18253,Good call on default parameters and the links.  MSDE is why we stuck with Access for so long.  I'm glad SQLExpress is less trouble.
17237,18253,"Thanks for the details! How do the clients ""find"" the server on the first install?  I heard of one company required you map the S: drive to an installation folder on the server, and they picked up the db settings.  Or maybe you could export a config file that you import to clients?"
17211,18253,"We like the ""file mode"" (I think they call it ""in process"") for single user.  But for multi-users you have to install SQLExpress on a server (or at least on one of the workstations) where the shared file is."
15559,18253,Too much data and we'd go to SQL Server Standard.
15571,18253,"So just let them install SQL Express, and give good instructions for entering a connect string in the app?"
15574,18253,A couple of hours for me? Or a couple of hours for my customers to install it?
